"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
977,"2017-05-01 00:06:24","2017-05-01 00:22:42",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,27095,"Subscriber",1980,2
299,"2017-05-01 00:06:31","2017-05-01 00:11:30",459,"W 20 St & 11 Ave",40.746745,-74.007756,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,25472,"Subscriber",1968,1
279,"2017-05-01 00:07:04","2017-05-01 00:11:44",536,"1 Ave & E 30 St",40.74144387,-73.97536082,2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,26446,"Subscriber",1987,1
727,"2017-05-01 00:07:05","2017-05-01 00:19:13",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,309,"Murray St & West St",40.7149787,-74.013012,19540,"Subscriber",1966,1
1423,"2017-05-01 00:07:16","2017-05-01 00:31:00",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,28832,"Subscriber",1989,2
345,"2017-05-01 00:07:24","2017-05-01 00:13:09",3047,"Halsey St & Tompkins Ave",40.6823687,-73.944118,3052,"Lewis Ave & Madison St",40.686312,-73.935775,16677,"Subscriber",1998,2
1411,"2017-05-01 00:07:23","2017-05-01 00:30:55",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,17962,"Subscriber",1986,1
2023,"2017-05-01 00:07:30","2017-05-01 00:41:13",526,"E 33 St & 5 Ave",40.74765947,-73.98490707,500,"Broadway & W 51 St",40.76228826,-73.98336183,25966,"Customer",NULL,0
1948,"2017-05-01 00:08:26","2017-05-01 00:40:55",526,"E 33 St & 5 Ave",40.74765947,-73.98490707,500,"Broadway & W 51 St",40.76228826,-73.98336183,25262,"Customer",NULL,0
276,"2017-05-01 00:08:32","2017-05-01 00:13:09",3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,26794,"Subscriber",1986,1
155,"2017-05-01 00:08:46","2017-05-01 00:11:21",428,"E 3 St & 1 Ave",40.72467721,-73.98783413,393,"E 5 St & Avenue C",40.72299208,-73.97995466,28187,"Subscriber",1989,1
932,"2017-05-01 00:09:04","2017-05-01 00:24:36",3070,"McKibbin St & Manhattan Ave",40.70510918,-73.94407279,307,"Canal St & Rutgers St",40.71427487,-73.98990025,25953,"Subscriber",1966,1
677,"2017-05-01 00:09:06","2017-05-01 00:20:24",459,"W 20 St & 11 Ave",40.746745,-74.007756,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,18918,"Subscriber",1979,1
240,"2017-05-01 00:10:11","2017-05-01 00:14:12",441,"E 52 St & 2 Ave",40.756014,-73.967416,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,28842,"Subscriber",1989,1
311,"2017-05-01 00:10:12","2017-05-01 00:15:23",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,458,"11 Ave & W 27 St",40.751396,-74.005226,28266,"Subscriber",1981,1
472,"2017-05-01 00:10:17","2017-05-01 00:18:09",441,"E 52 St & 2 Ave",40.756014,-73.967416,500,"Broadway & W 51 St",40.76228826,-73.98336183,25846,"Subscriber",1981,1
425,"2017-05-01 00:10:24","2017-05-01 00:17:30",3428,"8 Ave & W 16 St",40.740983,-74.001702,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,26010,"Subscriber",1985,2
819,"2017-05-01 00:10:31","2017-05-01 00:24:10",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,301,"E 2 St & Avenue B",40.72217444,-73.98368779,25431,"Subscriber",1987,1
1359,"2017-05-01 00:10:31","2017-05-01 00:33:11",217,"Old Fulton St",40.70277159,-73.99383605,387,"Centre St & Chambers St",40.71273266,-74.0046073,17698,"Customer",NULL,0
1674,"2017-05-01 00:10:30","2017-05-01 00:38:25",3341,"Central Park West & W 102 St",40.795346,-73.96186,3445,"Riverside Dr & W 89 St",40.79181171501097,-73.9786022901535,20085,"Subscriber",1963,1
1179,"2017-05-01 00:10:39","2017-05-01 00:30:19",217,"Old Fulton St",40.70277159,-73.99383605,387,"Centre St & Chambers St",40.71273266,-74.0046073,21362,"Customer",NULL,0
333,"2017-05-01 00:10:42","2017-05-01 00:16:16",428,"E 3 St & 1 Ave",40.72467721,-73.98783413,150,"E 2 St & Avenue C",40.7208736,-73.98085795,14736,"Subscriber",1977,1
1294,"2017-05-01 00:10:45","2017-05-01 00:32:19",369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,28080,"Customer",NULL,0
1199,"2017-05-01 00:10:49","2017-05-01 00:30:48",217,"Old Fulton St",40.70277159,-73.99383605,387,"Centre St & Chambers St",40.71273266,-74.0046073,20616,"Customer",NULL,0
1172,"2017-05-01 00:10:53","2017-05-01 00:30:26",217,"Old Fulton St",40.70277159,-73.99383605,387,"Centre St & Chambers St",40.71273266,-74.0046073,26564,"Customer",NULL,0
194,"2017-05-01 00:11:03","2017-05-01 00:14:17",402,"Broadway & E 22 St",40.7403432,-73.98955109,486,"Broadway & W 29 St",40.7462009,-73.98855723,19665,"Customer",NULL,0
189,"2017-05-01 00:11:03","2017-05-01 00:14:12",402,"Broadway & E 22 St",40.7403432,-73.98955109,486,"Broadway & W 29 St",40.7462009,-73.98855723,17373,"Customer",NULL,0
1270,"2017-05-01 00:11:04","2017-05-01 00:32:15",369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,28470,"Customer",NULL,0
193,"2017-05-01 00:11:19","2017-05-01 00:14:32",528,"2 Ave & E 31 St",40.74290902,-73.97706058,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,28349,"Subscriber",1989,1
1030,"2017-05-01 00:11:26","2017-05-01 00:28:36",459,"W 20 St & 11 Ave",40.746745,-74.007756,445,"E 10 St & Avenue A",40.72740794,-73.98142006,28551,"Subscriber",1994,1
159,"2017-05-01 00:11:33","2017-05-01 00:14:12",401,"Allen St & Rivington St",40.72019576,-73.98997825,251,"Mott St & Prince St",40.72317958,-73.99480012,16476,"Subscriber",1993,1
685,"2017-05-01 00:11:32","2017-05-01 00:22:58",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,15011,"Subscriber",1950,1
1609,"2017-05-01 00:11:53","2017-05-01 00:38:42",3341,"Central Park West & W 102 St",40.795346,-73.96186,3445,"Riverside Dr & W 89 St",40.79181171501097,-73.9786022901535,27868,"Customer",1997,1
622,"2017-05-01 00:12:04","2017-05-01 00:22:27",3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,3142,"1 Ave & E 62 St",40.7612274,-73.96094022,25082,"Subscriber",1983,1
176,"2017-05-01 00:12:07","2017-05-01 00:15:03",3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,3100,"Nassau Ave & Newell St",40.724812564400175,-73.94752621650696,16243,"Subscriber",1984,1
249,"2017-05-01 00:12:46","2017-05-01 00:16:56",428,"E 3 St & 1 Ave",40.72467721,-73.98783413,317,"E 6 St & Avenue B",40.72453734,-73.98185424,27670,"Subscriber",1988,1
238,"2017-05-01 00:13:01","2017-05-01 00:17:00",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,524,"W 43 St & 6 Ave",40.75527307,-73.98316936,25336,"Subscriber",1964,1
450,"2017-05-01 00:13:04","2017-05-01 00:20:35",497,"E 17 St & Broadway",40.73704984,-73.99009296,301,"E 2 St & Avenue B",40.72217444,-73.98368779,21529,"Subscriber",1981,2
1329,"2017-05-01 00:13:17","2017-05-01 00:35:27",382,"University Pl & E 14 St",40.73492695,-73.99200509,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,26847,"Customer",NULL,0
790,"2017-05-01 00:13:19","2017-05-01 00:26:29",2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,14786,"Subscriber",1988,2
768,"2017-05-01 00:13:25","2017-05-01 00:26:14",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,28977,"Subscriber",1993,1
2315,"2017-05-01 00:13:26","2017-05-01 00:52:02",3351,"E 102 St & 1 Ave",40.7869946,-73.94164802,3425,"2 Ave  & E 104 St",40.7892105,-73.94370784,28219,"Subscriber",1988,1
1262,"2017-05-01 00:13:43","2017-05-01 00:34:46",382,"University Pl & E 14 St",40.73492695,-73.99200509,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,26676,"Customer",NULL,0
306,"2017-05-01 00:14:09","2017-05-01 00:19:16",519,"Pershing Square North",40.751873,-73.977706,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,28986,"Subscriber",1986,2
342,"2017-05-01 00:14:10","2017-05-01 00:19:53",519,"Pershing Square North",40.751873,-73.977706,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,27767,"Subscriber",1982,1
129,"2017-05-01 00:14:12","2017-05-01 00:16:22",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,432,"E 7 St & Avenue A",40.72621788,-73.98379855,18789,"Subscriber",1970,1
156,"2017-05-01 00:14:18","2017-05-01 00:16:54",384,"Fulton St & Washington Ave",40.683048,-73.964915,399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628,26937,"Subscriber",1987,1
966,"2017-05-01 00:14:27","2017-05-01 00:30:33",3428,"8 Ave & W 16 St",40.740983,-74.001702,499,"Broadway & W 60 St",40.76915505,-73.98191841,26123,"Subscriber",1984,1
269,"2017-05-01 00:14:33","2017-05-01 00:19:02",533,"Broadway & W 39 St",40.75299641,-73.98721619,442,"W 27 St & 7 Ave",40.746647,-73.993915,26452,"Subscriber",1988,2
1180,"2017-05-01 00:14:40","2017-05-01 00:34:20",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,19708,"Subscriber",1976,1
561,"2017-05-01 00:14:47","2017-05-01 00:24:08",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,28361,"Subscriber",1973,2
339,"2017-05-01 00:15:24","2017-05-01 00:21:03",3428,"8 Ave & W 16 St",40.740983,-74.001702,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,20634,"Subscriber",1994,1
938,"2017-05-01 00:15:26","2017-05-01 00:31:04",308,"St James Pl & Oliver St",40.71307916,-73.99851193,545,"E 23 St & 1 Ave",40.736502,-73.97809472,28960,"Subscriber",1985,1
1393,"2017-05-01 00:15:25","2017-05-01 00:38:38",3341,"Central Park West & W 102 St",40.795346,-73.96186,3445,"Riverside Dr & W 89 St",40.79181171501097,-73.9786022901535,28675,"Customer",1997,1
261,"2017-05-01 00:15:25","2017-05-01 00:19:47",307,"Canal St & Rutgers St",40.71427487,-73.98990025,301,"E 2 St & Avenue B",40.72217444,-73.98368779,25161,"Subscriber",1991,1
1349,"2017-05-01 00:15:42","2017-05-01 00:38:11",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,312,"Allen St & Stanton St",40.722055,-73.989111,28883,"Customer",1981,2
1402,"2017-05-01 00:15:50","2017-05-01 00:39:13",296,"Division St & Bowery",40.71413089,-73.9970468,3258,"W 27 St & 10 Ave",40.75018156325683,-74.00218427181244,17885,"Subscriber",1963,1
873,"2017-05-01 00:15:50","2017-05-01 00:30:23",279,"Peck Slip & Front St",40.707873,-74.00167,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,19391,"Subscriber",1959,1
1333,"2017-05-01 00:16:03","2017-05-01 00:38:16",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,312,"Allen St & Stanton St",40.722055,-73.989111,28455,"Customer",1983,2
208,"2017-05-01 00:16:09","2017-05-01 00:19:38",422,"W 59 St & 10 Ave",40.770513,-73.988038,423,"W 54 St & 9 Ave",40.76584941,-73.98690506,26368,"Subscriber",1966,1
141,"2017-05-01 00:16:15","2017-05-01 00:18:37",495,"W 47 St & 10 Ave",40.76269882,-73.99301222,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,25244,"Subscriber",1987,1
680,"2017-05-01 00:16:40","2017-05-01 00:28:01",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,25715,"Subscriber",1983,2
483,"2017-05-01 00:16:44","2017-05-01 00:24:47",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,17795,"Subscriber",1983,1
1068,"2017-05-01 00:16:59","2017-05-01 00:34:47",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,401,"Allen St & Rivington St",40.72019576,-73.98997825,16606,"Customer",1974,1
165,"2017-05-01 00:17:03","2017-05-01 00:19:48",335,"Washington Pl & Broadway",40.72903917,-73.99404649,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,19371,"Subscriber",1994,1
176,"2017-05-01 00:17:23","2017-05-01 00:20:19",3440,"Fulton St & Adams St",40.692418292578466,-73.98949474096298,391,"Clark St & Henry St",40.69760127,-73.99344559,25722,"Subscriber",1965,1
661,"2017-05-01 00:17:50","2017-05-01 00:28:52",3317,"10 St & 5 Ave",40.6686273,-73.98700053,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,28575,"Subscriber",1988,1
1544,"2017-05-01 00:17:55","2017-05-01 00:43:40",445,"E 10 St & Avenue A",40.72740794,-73.98142006,445,"E 10 St & Avenue A",40.72740794,-73.98142006,26594,"Customer",NULL,0
641,"2017-05-01 00:18:05","2017-05-01 00:28:46",3317,"10 St & 5 Ave",40.6686273,-73.98700053,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,27499,"Subscriber",1972,2
415,"2017-05-01 00:18:12","2017-05-01 00:25:08",379,"W 31 St & 7 Ave",40.749156,-73.9916,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,25317,"Subscriber",1982,1
79,"2017-05-01 00:18:40","2017-05-01 00:20:00",3447,"E 71 St & 1 Ave",40.76703432309872,-73.95622730255127,3156,"E 72 St & York Ave",40.76663814,-73.95348296,28434,"Subscriber",1968,1
595,"2017-05-01 00:18:36","2017-05-01 00:28:31",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,25159,"Subscriber",1971,1
488,"2017-05-01 00:18:43","2017-05-01 00:26:52",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,26417,"Subscriber",1976,2
224,"2017-05-01 00:19:15","2017-05-01 00:22:59",355,"Bayard St & Baxter St",40.71602118,-73.99974372,417,"Barclay St & Church St",40.71291224,-74.01020234,24854,"Subscriber",1991,1
257,"2017-05-01 00:19:50","2017-05-01 00:24:07",3387,"E 106 St & Madison Ave",40.7934337,-73.94945003,3351,"E 102 St & 1 Ave",40.7869946,-73.94164802,28573,"Subscriber",1992,1
122,"2017-05-01 00:20:01","2017-05-01 00:22:04",481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,27171,"Subscriber",1988,1
746,"2017-05-01 00:20:07","2017-05-01 00:32:34",528,"2 Ave & E 31 St",40.74290902,-73.97706058,509,"9 Ave & W 22 St",40.7454973,-74.00197139,15921,"Subscriber",1993,1
959,"2017-05-01 00:20:15","2017-05-01 00:36:15",377,"6 Ave & Canal St",40.72243797,-74.00566443,317,"E 6 St & Avenue B",40.72453734,-73.98185424,17543,"Subscriber",1972,1
400,"2017-05-01 00:20:17","2017-05-01 00:26:57",490,"8 Ave & W 33 St",40.751551,-73.993934,447,"8 Ave & W 52 St",40.76370739,-73.9851615,27471,"Subscriber",1979,1
226,"2017-05-01 00:20:20","2017-05-01 00:24:07",3383,"Cathedral Pkwy & Broadway",40.804213,-73.96699104,3374,"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,24808,"Subscriber",1990,1
163,"2017-05-01 00:20:44","2017-05-01 00:23:27",350,"Clinton St & Grand St",40.71559509,-73.9870295,502,"Henry St & Grand St",40.714215,-73.981346,17147,"Subscriber",1967,1
1065,"2017-05-01 00:21:09","2017-05-01 00:38:54",514,"12 Ave & W 40 St",40.76087502,-74.00277668,457,"Broadway & W 58 St",40.76695317,-73.98169333,26487,"Customer",NULL,0
1045,"2017-05-01 00:21:09","2017-05-01 00:38:35",514,"12 Ave & W 40 St",40.76087502,-74.00277668,457,"Broadway & W 58 St",40.76695317,-73.98169333,26107,"Customer",NULL,0
1267,"2017-05-01 00:21:20","2017-05-01 00:42:28",445,"E 10 St & Avenue A",40.72740794,-73.98142006,445,"E 10 St & Avenue A",40.72740794,-73.98142006,18712,"Customer",NULL,0
712,"2017-05-01 00:21:30","2017-05-01 00:33:23",445,"E 10 St & Avenue A",40.72740794,-73.98142006,445,"E 10 St & Avenue A",40.72740794,-73.98142006,25016,"Customer",NULL,0
688,"2017-05-01 00:22:10","2017-05-01 00:33:38",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,257,"Lispenard St & Broadway",40.71939226,-74.00247214,26957,"Customer",1986,1
324,"2017-05-01 00:22:26","2017-05-01 00:27:51",504,"1 Ave & E 16 St",40.73221853,-73.98165557,433,"E 13 St & Avenue A",40.72955361,-73.98057249,28713,"Subscriber",1996,1
1200,"2017-05-01 00:22:35","2017-05-01 00:42:35",445,"E 10 St & Avenue A",40.72740794,-73.98142006,445,"E 10 St & Avenue A",40.72740794,-73.98142006,19776,"Customer",NULL,0
242,"2017-05-01 00:22:42","2017-05-01 00:26:45",3263,"Cooper Square & E 7 St",40.72923649910006,-73.99086803197861,251,"Mott St & Prince St",40.72317958,-73.99480012,26673,"Subscriber",1973,1
1339,"2017-05-01 00:23:02","2017-05-01 00:45:21",457,"Broadway & W 58 St",40.76695317,-73.98169333,3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,20721,"Customer",NULL,0
1323,"2017-05-01 00:23:08","2017-05-01 00:45:12",457,"Broadway & W 58 St",40.76695317,-73.98169333,3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,26630,"Customer",NULL,0
1327,"2017-05-01 00:23:12","2017-05-01 00:45:19",457,"Broadway & W 58 St",40.76695317,-73.98169333,3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,21703,"Customer",NULL,0
275,"2017-05-01 00:23:34","2017-05-01 00:28:09",472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,27521,"Subscriber",1984,1
283,"2017-05-01 00:23:46","2017-05-01 00:28:29",546,"E 30 St & Park Ave S",40.74444921,-73.98303529,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,26134,"Subscriber",1991,1
800,"2017-05-01 00:23:47","2017-05-01 00:37:08",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,3243,"E 58 St & 1 Ave",40.75892386377695,-73.96226227283478,18918,"Subscriber",1976,1
